1.000000	0.049550	0.041689	0.000000	0.077621	0.026432	0.044795	0.035538	0.036367	0.000000	0.047172	0.000000	0.041661	0.040047	0.028439	0.047416	0.000000	0.047044	0.021020
0.049550	1.000000	0.089563	0.000000	0.098305	0.028981	0.079443	0.048683	0.072447	0.000000	0.086192	0.000000	0.031509	0.055170	0.048917	0.064652	0.000000	0.049998	0.042275
0.041689	0.089563	1.000000	0.000000	0.082921	0.043086	0.084991	0.056290	0.047456	0.000000	0.073518	0.000000	0.074837	0.045740	0.059240	0.057472	0.000000	0.049872	0.055525
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.077621	0.098305	0.082921	0.000000	1.000000	0.029738	0.085634	0.070860	0.067138	0.000000	0.057461	0.000000	0.063176	0.064981	0.047763	0.082921	0.000000	0.068521	0.053312
0.026432	0.028981	0.043086	0.000000	0.029738	1.000000	0.048594	0.033958	0.084079	0.000000	0.043118	0.000000	0.024845	0.036311	0.036821	0.041636	0.000000	0.044501	0.026436
0.044795	0.079443	0.084991	0.000000	0.085634	0.048594	1.000000	0.060465	0.055600	0.000000	0.092137	0.000000	0.073752	0.054741	0.056995	0.048062	0.000000	0.063453	0.058282
0.035538	0.048683	0.056290	0.000000	0.070860	0.033958	0.060465	1.000000	0.059528	0.000000	0.055094	0.000000	0.045360	0.037552	0.039461	0.044743	0.000000	0.052334	0.038207
0.036367	0.072447	0.047456	0.000000	0.067138	0.084079	0.055600	0.059528	1.000000	0.000000	0.088258	0.000000	0.026752	0.063471	0.054684	0.045954	0.000000	0.038173	0.052139
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.047172	0.086192	0.073518	0.000000	0.057461	0.043118	0.092137	0.055094	0.088258	0.000000	1.000000	0.000000	0.033594	0.046700	0.057439	0.046401	0.000000	0.079584	0.039118
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.041661	0.031509	0.074837	0.000000	0.063176	0.024845	0.073752	0.045360	0.026752	0.000000	0.033594	0.000000	1.000000	0.040540	0.037679	0.062523	0.000000	0.070425	0.026632
0.040047	0.055170	0.045740	0.000000	0.064981	0.036311	0.054741	0.037552	0.063471	0.000000	0.046700	0.000000	0.040540	1.000000	0.055055	0.026208	0.000000	0.044267	0.036336
0.028439	0.048917	0.059240	0.000000	0.047763	0.036821	0.056995	0.039461	0.054684	0.000000	0.057439	0.000000	0.037679	0.055055	1.000000	0.037249	0.000000	0.048433	0.040307
0.047416	0.064652	0.057472	0.000000	0.082921	0.041636	0.048062	0.044743	0.045954	0.000000	0.046401	0.000000	0.062523	0.026208	0.037249	1.000000	0.000000	0.048448	0.025996
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.047044	0.049998	0.049872	0.000000	0.068521	0.044501	0.063453	0.052334	0.038173	0.000000	0.079584	0.000000	0.070425	0.044267	0.048433	0.048448	0.000000	1.000000	0.052114
0.021020	0.042275	0.055525	0.000000	0.053312	0.026436	0.058282	0.038207	0.052139	0.000000	0.039118	0.000000	0.026632	0.036336	0.040307	0.025996	0.000000	0.052114	1.000000
